Distance,Diameter
30.788,1.8428
30.7961,1.84358
30.8542,1.84733
30.8724,1.84956
30.8724,1.84956
30.8804,1.85006
30.9279,1.85392
30.928,1.85393
30.9468,1.85623
30.9931,1.86326
31.0024,1.86491
31.0044,1.86518
31.0604,1.87342
31.0635,1.87391
31.0882,1.87736
31.1134,1.88105
31.1189,1.88176
31.1299,1.88313
31.1699,1.88729
31.1701,1.88732
31.1793,1.88863
31.1841,1.88919
31.2266,1.89448
31.2495,1.89819
31.2495,1.89819
31.2514,1.89851
31.2634,1.90019
31.2949,1.90369
31.3183,1.90667
31.3411,1.90848
31.3908,1.91216
31.4524,1.91736
31.5231,1.92742
31.5243,1.92757
31.5374,1.92884
31.5397,1.92908
31.6046,1.93983
31.6337,1.94453
31.6484,1.94677
31.7243,1.95503
31.7284,1.95562
31.7688,1.95912
31.8515,1.96982
31.8758,1.97365
31.9197,1.98157
31.9225,1.98195
31.9415,1.98368
31.9473,1.98392
31.952,1.98399
31.9826,1.9855
31.9826,1.9855
31.9902,1.98575
32.0397,1.98707
32.106,1.99063
32.1351,1.99311
32.1353,1.99312
32.1475,1.99357
32.1877,1.99512
32.2073,1.99602
32.223,1.9962
32.2255,1.99617
32.2703,1.99589
32.2923,1.99558
32.2955,1.99539
32.3021,1.99483
32.3518,1.98967
32.3882,1.98801
32.3982,1.98721
32.4639,1.98039
32.482,1.97797
32.5537,1.97043
32.5547,1.97025
32.6051,1.95946
32.6272,1.95486
32.689,1.94202
32.7349,1.93357
32.8058,1.92512
32.8286,1.92004
32.8937,1.90694
32.9071,1.90453
32.9618,1.89465
33.0005,1.88763
33.0123,1.88561
33.0243,1.88375
33.0588,1.87741
33.0688,1.87549
33.1613,1.8572
33.1678,1.8563
33.198,1.85207
33.2631,1.84469
33.2841,1.84164
33.2999,1.83846
33.3375,1.82994
33.4403,1.81333
33.5195,1.80656
33.5445,1.80602
33.5645,1.80551
33.6238,1.8056
33.6604,1.80709
33.6852,1.80829
33.6873,1.80844
33.7106,1.80953
33.7473,1.81111
33.7953,1.81469
33.8181,1.81774
33.8256,1.81869
33.8784,1.82317
33.8787,1.8232
33.8952,1.82428
33.8956,1.82431
33.9535,1.82876
33.9851,1.83172
34.006,1.83353
34.0323,1.83479
34.0331,1.83484
34.0579,1.83598
34.0585,1.83602
34.0834,1.83765
34.088,1.83785
34.1415,1.84215
34.1422,1.84221
34.1549,1.84325
34.1989,1.84751
34.2072,1.84831
34.2149,1.84905
34.2211,1.84939
34.2433,1.84995
34.2909,1.85153
34.306,1.85204
34.3538,1.85382
34.386,1.8563
34.3924,1.85683
34.4016,1.85729
34.4182,1.85792
34.4444,1.85929
34.4464,1.85933
34.4531,1.85911
34.4672,1.8584
34.4818,1.8579
34.506,1.85705
34.506,1.85705
34.5088,1.85681
34.5127,1.85644
34.6005,1.85337
34.6637,1.84986
34.6671,1.84956
34.7115,1.84591
34.7117,1.8459
34.7158,1.84571
34.7476,1.84086
34.7501,1.84038
34.7764,1.83448
34.8487,1.81981
34.8518,1.81936
34.9025,1.81066
34.9303,1.80666
34.9303,1.80666
34.9307,1.80659
34.9563,1.80206
35.0037,1.79268
35.0574,1.7836
35.0966,1.77735
35.0966,1.77735
35.0975,1.77723
35.1852,1.76307
35.1854,1.76305
35.2043,1.75985
35.2303,1.75611
35.2712,1.75048
35.2894,1.74794
35.3274,1.73932
35.3361,1.73732
35.4377,1.71977
35.5483,1.7064
35.6019,1.69928
35.6294,1.6955
35.6811,1.68981
35.8148,1.67281
35.8622,1.67342
35.8802,1.67411
35.8893,1.67418
35.9038,1.6738
35.9059,1.67371
35.912,1.67338
35.9517,1.67063
35.9692,1.66993
36.0413,1.6704
36.0692,1.67282
36.0914,1.67489
36.0965,1.67534
36.0999,1.67556
36.1116,1.67616
36.1543,1.67671
36.1608,1.6769
36.1874,1.67707
36.2286,1.67874
36.2295,1.67884
36.2603,1.6825
36.2947,1.68843
36.3106,1.69053
36.3225,1.69215
36.3323,1.69352
36.3404,1.69449
36.3604,1.69667
36.3956,1.69951
36.4515,1.7046
36.4886,1.71077
36.4954,1.71192
36.5248,1.71596
36.5389,1.71725
36.555,1.71851
36.5685,1.71915
36.6045,1.72098
36.6521,1.72534
36.702,1.73192
36.7215,1.73402
36.7476,1.73679
36.783,1.74115
36.808,1.74368
36.8466,1.74724
36.8682,1.74934
36.8711,1.74947
36.8861,1.74982
36.8957,1.75006
36.9787,1.75584
36.9851,1.7566
36.996,1.75758
37.0279,1.75989
37.0489,1.76127
37.0573,1.76137
37.0968,1.76224
37.1123,1.76267
37.1747,1.76325
37.1751,1.76327
37.2087,1.76452
37.2088,1.76452
37.2146,1.76459
37.2644,1.76493
37.2981,1.76433
37.3233,1.76399
37.3257,1.7638
37.3442,1.76255
37.3992,1.76083
37.4067,1.76031
37.4539,1.75755
37.506,1.75429
37.5336,1.75313
37.5336,1.75313
37.5364,1.75294
37.564,1.74951
37.5954,1.74594
37.5993,1.74551
37.6428,1.74153
37.6488,1.74107
37.6939,1.73895
37.694,1.73895
37.721,1.73866
37.7322,1.73845
37.7382,1.73804
37.7766,1.73281
37.7929,1.73057
37.8535,1.72359
37.8969,1.72077
37.9263,1.71858
37.9527,1.71658
37.9713,1.71376
37.9714,1.71374
38.0014,1.70956
38.0288,1.70539
38.0887,1.6987
38.0948,1.69832
38.148,1.69549
38.1822,1.69381
38.1822,1.69381
38.1825,1.69379
38.1885,1.69302
38.2475,1.68462
38.26,1.68317
38.307,1.6777
38.3434,1.67502
38.3732,1.67263
38.3732,1.67263
38.3732,1.67262
